group_id,word,part_of_speech,meaning_en,meaning_th,examples,synonyms,antonyms,word_forms,difficulty,frequency
7,Refugee,Noun,"A person who has been forced to leave their country in order to escape war, persecution, or natural disaster.",ผู้ลี้ภัย,The country has accepted thousands of refugees.<br>The refugee crisis is a major humanitarian issue.<br>They are working to provide shelter for refugees., - , - ,refuge, intermediate,high
7,Regulate,Verb,To control or maintain the rate or speed of (a machine or process) so that it operates properly.,"ควบคุม, กำกับดูแล",Governments must regulate the financial markets.<br>The new law regulates the use of personal data.<br>The company is regulated by an independent body., - , - , - , intermediate,high
2,Regulation,Noun,A rule or directive made and maintained by an authority.,กฎระเบียบ,Government regulation is needed to protect the environment.<br>The new regulations will affect all businesses in the industry.<br>Financial regulations were tightened after the crisis., - , - , - ,intermediate,medium
3,Remedial,Adjective,Giving or intended as a remedy or cure.,"แก้ไข, บรรเทา",The school offers remedial classes for students who are struggling.<br>He received remedial reading instruction.<br>The program provides remedial assistance in math., - , - ,remedy, intermediate,low
5,Renewable energy,Phrase,"Energy from a source that is not depleted when used, such as wind or solar power.",พลังงานหมุนเวียน,The country is investing heavily in renewable energy.<br>We need to transition to a future based on renewable energy.<br>Solar and wind power are major sources of renewable energy., - , - ,-,intermediate,high
3,Requisite,Adjective,Required for a particular purpose or position.,ที่จำเป็น,A university degree is a requisite for this job.<br>He has all the requisite skills for the position.<br>Patience is a requisite for being a good teacher., - , - ,requisite, intermediate,medium
2,Retail,Noun,The sale of goods to the public in relatively small quantities for use or consumption rather than for resale.,การขายปลีก,He opened a new retail store in the city center.<br>The retail sector is struggling due to online competition.<br>Retail prices are higher than wholesale prices., - , - , - ,intermediate,medium
3,Retention,Noun,"The continued possession, use, or control of something.",การรักษาไว้,The school has a high student retention rate.<br>Employee retention is a key goal for the company.<br>The brain's retention of information is fascinating., - , - , - , intermediate,high
2,Revenue,Noun,"Income, especially when of a company or organization and of a substantial nature.",รายได้,The company's annual revenue has exceeded one billion dollars.<br>The new product is expected to generate significant revenue.<br>He works in the revenue department of the tax office., - , - , - ,intermediate,medium
3,Rigor,Noun,Thoroughness and accuracy.,"ความเข้มงวด, ความละเอียดถี่ถ้วน",The program is known for its academic rigor.<br>He applied a high degree of rigor to his research.<br>The exam was designed with a great deal of rigor., - , - ,rigorous, advanced,medium
13,Robotics,Noun,"The branch of technology that deals with the design, construction, operation, and application of robots.",วิทยาการหุ่นยนต์,Robotics is a rapidly advancing field.<br>He is studying robotics at university.<br>The factory uses robotics for manufacturing., - , - , robotic,advanced,medium
3,Rote learning,Phrase,"Learning a topic through repetition and memorization, without understanding.",การเรียนแบบท่องจำ,Rote learning is not effective for developing critical thinking.<br>He had to use rote learning to memorize the historical dates.<br>Modern education systems are moving away from rote learning., - , - ,rote,intermediate,high
13,Router,Noun,A device that forwards data packets between computer networks.,เราเตอร์,"My router is not working, so I can't connect to the internet.<br>You need to connect to the router to get Wi-Fi.<br>I bought a new wireless router for my home.", - , - ,-,intermediate,high
3,Rubric,Noun,"A set of rules or instructions, especially one for a test or task.",เกณฑ์การให้คะแนน,The teacher provided a detailed rubric for the essay.<br>You can use the rubric to understand how your project will be graded.<br>The rubric clearly outlines the expectations., - , - ,-,intermediate,low
7,Sanctuary,Noun,A place of refuge or safety.,ที่หลบภัย,The park is a sanctuary for endangered birds.<br>The church provided sanctuary for the refugees.<br>They are seeking sanctuary from the conflict., - , - , - , advanced,low
3,Scaffolding,Noun,The provision of temporary support to help a student learn a new skill.,การช่วยเหลือแบบชั่วคราว,Teachers use scaffolding to help students with difficult tasks.<br>The tutor provided scaffolding by breaking down the problem into smaller steps.<br>This method involves providing support that is gradually removed., - , - ,scaffold, advanced,low
7,Scarcity,Noun,The state of being scarce or in short supply.,ความขาดแคลน,Water scarcity is a major issue in many parts of the world.<br>The scarcity of food led to a famine.<br>Scarcity of resources can cause conflict., - , - , - , advanced,high
